"city"	"geo_location"	"location"	"station"	"line"	"opened_month"	"opened_day"	"opened_year"	"lon"	"lat"
"922"	"Barcelona"	"Muntaner, Barelona, Spain"	"Barelona, Spain"	"Muntaner"	"L6"	NA	NA	1929	2.0521928	41.3708252
"932"	"Barcelona"	"Navas Station, Barelona, Spain"	"Barelona, Spain"	"Navas Station"	"L1"	NA	NA	1953	2.187057	41.416187
"942"	"Barcelona"	"Onze de Setembre, Barelona, Spain"	"Barelona, Spain"	"Onze de Setembre"	"L9, L10"	NA	NA	2010	2.1935639	41.4295578
"952"	"Barcelona"	"Pàdua, Barelona, Spain"	"Barelona, Spain"	"Pàdua"	"L7"	NA	NA	1953	2.1427591	41.4035107
"962"	"Barcelona"	"Palau Reial, Barelona, Spain"	"Barelona, Spain"	"Palau Reial"	"L3"	NA	NA	1975	2.118461	41.385919
"972"	"Barcelona"	"Paral·lel, Barelona, Spain"	"Barelona, Spain"	"Paral·lel"	"L2, L3"	NA	NA	1970	2.1700247	41.3748271
"982"	"Barcelona"	"Parc de Montjuïc, Barelona, Spain"	"Barelona, Spain"	"Parc de Montjuïc"	"Funicular de Montjuïc"	NA	NA	1928	2.1573033	41.3635139
"992"	"Barcelona"	"Parc Logístic, Barelona, Spain"	"Barelona, Spain"	"Parc Logístic"	"L9"	NA	NA	2016	2.1276444	41.341621
"1002"	"Barcelona"	"Parc Nou, Barelona, Spain"	"Barelona, Spain"	"Parc Nou"	"L9"	NA	NA	2016	2.0925549	41.3147968
"1013"	"Barcelona"	"Passeig de Gràcia, Barelona, Spain"	"Barelona, Spain"	"Passeig de Gràcia"	"L2, L3, L4"	NA	NA	1924	2.1650284	41.3922576
"1022"	"Barcelona"	"Penitents, Barelona, Spain"	"Barelona, Spain"	"Penitents"	"L3"	NA	NA	1985	2.140972	41.418279
"1032"	"Barcelona"	"Pep Ventura, Barelona, Spain"	"Barelona, Spain"	"Pep Ventura"	"L2"	NA	NA	1985	2.237959	41.443905
"1042"	"Barcelona"	"Plaça de Sants, Barelona, Spain"	"Barelona, Spain"	"Plaça de Sants"	"L1, L5"	NA	NA	1926	2.1355568	41.3759069
"1052"	"Barcelona"	"Plaça del Centre, Barelona, Spain"	"Barelona, Spain"	"Plaça del Centre"	"L3"	NA	NA	1975	2.1356698	41.3815142
"1062"	"Barcelona"	"Plaça Molina, Barelona, Spain"	"Barelona, Spain"	"Plaça Molina"	"L7"	NA	NA	1953	2.1470003	41.400746
"1072"	"Barcelona"	"Poble Sec, Barelona, Spain"	"Barelona, Spain"	"Poble Sec"	"L3"	NA	NA	1975	2.1628778	41.3724303
"1082"	"Barcelona"	"Poblenou, Barelona, Spain"	"Barelona, Spain"	"Poblenou"	"L4"	NA	NA	1977	2.2015347	41.3977365
"1092"	"Barcelona"	"Provença, Barelona, Spain"	"Barelona, Spain"	"Provença"	"L6, L7"	NA	NA	1929	2.1580309	41.3928143
"1103"	"Barcelona"	"Pubilla Cases, Barelona, Spain"	"Barelona, Spain"	"Pubilla Cases"	"L5"	NA	NA	1973	2.1027658	41.3714011
"1113"	"Barcelona"	"Rambla Just Oliveras, Barelona, Spain"	"Barelona, Spain"	"Rambla Just Oliveras"	"L1"	NA	NA	1987	2.100841	41.361999
"1122"	"Barcelona"	"Reina Elisenda, Barelona, Spain"	"Barelona, Spain"	"Reina Elisenda"	"L6"	NA	NA	1976	2.1189323	41.398746
"1132"	"Barcelona"	"Rocafort Station, Barelona, Spain"	"Barelona, Spain"	"Rocafort Station"	"L1"	NA	NA	1926	2.154562	41.379232
"1142"	"Barcelona"	"Roquetes Station, Barelona, Spain"	"Barelona, Spain"	"Roquetes Station"	"L3"	NA	NA	2008	2.1771696	41.4481138
"1152"	"Barcelona"	"Sagrada Família, Barelona, Spain"	"Barelona, Spain"	"Sagrada Família"	"L2, L5"	NA	NA	1970	2.1742896	41.4044991
"1162"	"Barcelona"	"Sagrera, Barelona, Spain"	"Barelona, Spain"	"Sagrera"	"L1, L5, L4, L9, L10"	NA	NA	1954	2.1911616	41.4223248
"1172"	"Barcelona"	"Sant Andreu, Barelona, Spain"	"Barelona, Spain"	"Sant Andreu"	"L1"	NA	NA	1968	2.1857902	41.4336754
"1182"	"Barcelona"	"Sant Antoni, Barelona, Spain"	"Barelona, Spain"	"Sant Antoni"	"L2"	NA	NA	1995	2.1585314	41.3772662
"1192"	"Barcelona"	"Sant Boi, Barelona, Spain"	"Barelona, Spain"	"Sant Boi"	"L8"	NA	NA	1912	2.0350751	41.3458447
"1202"	"Barcelona"	"Sant Gervasi, Barelona, Spain"	"Barelona, Spain"	"Sant Gervasi"	"L6"	NA	NA	1929	2.1376668	41.4053111
"1213"	"Barcelona"	"Sant Ildefons, Barelona, Spain"	"Barelona, Spain"	"Sant Ildefons"	"L5"	NA	NA	1976	2.0828561	41.3644288
"1222"	"Barcelona"	"Sant Josep, Barelona, Spain"	"Barelona, Spain"	"Sant Josep"	"L8"	NA	NA	1985	2.1068748	41.3620921
"1232"	"Barcelona"	"Sant Martí, Barelona, Spain"	"Barelona, Spain"	"Sant Martí"	"L2"	NA	NA	1997	2.1994514	41.4031368
"1242"	"Barcelona"	"Sant Pau – Dos de Maig, Barelona, Spain"	"Barelona, Spain"	"Sant Pau – Dos de Maig"	"L5"	NA	NA	1970	2.1760161	41.4107513
"1252"	"Barcelona"	"Sant Roc, Barelona, Spain"	"Barelona, Spain"	"Sant Roc"	"L2"	NA	NA	1985	2.225798	41.4350685
"1262"	"Barcelona"	"Santa Coloma, Barelona, Spain"	"Barelona, Spain"	"Santa Coloma"	"L1"	NA	NA	1983	2.2103217	41.4445879
"1272"	"Barcelona"	"Santa Eulàlia, Barelona, Spain"	"Barelona, Spain"	"Santa Eulàlia"	"L1"	NA	NA	1983	2.1221467	41.3653982
"1282"	"Barcelona"	"Santa Rosa, Santa Coloma de Gramenet, Spain"	"Santa Coloma de Gramenet, Spain"	"Santa Rosa"	"L9"	NA	NA	2011	2.2158091	41.4468498
"1292"	"Barcelona"	"Sants Estació, Barelona, Spain"	"Barelona, Spain"	"Sants Estació"	"L3, L5"	NA	NA	1969	2.1417513	41.3808152
"1302"	"Barcelona"	"Sarrià, Barelona, Spain"	"Barelona, Spain"	"Sarrià"	"L6"	NA	NA	1929	2.1203894	41.3969043
"1313"	"Barcelona"	"Selva de Mar, Barelona, Spain"	"Barelona, Spain"	"Selva de Mar"	"L4"	NA	NA	1977	2.2059335	41.411206
"1322"	"Barcelona"	"Singuerlín, Barelona, Spain"	"Barelona, Spain"	"Singuerlín"	"L9"	NA	NA	2009	2.197115	41.4626148
"1332"	"Barcelona"	"Tetuan, Barelona, Spain"	"Barelona, Spain"	"Tetuan"	"L2"	NA	NA	1995	2.175559	41.394887
"1342"	"Barcelona"	"Torras i Bages, Barelona, Spain"	"Barelona, Spain"	"Torras i Bages"	"L1"	NA	NA	1968	2.1908198	41.4440656
"1352"	"Barcelona"	"Torrassa, Barelona, Spain"	"Barelona, Spain"	"Torrassa"	"L1, L9"	NA	NA	1983	2.1166433	41.3683294
"1362"	"Barcelona"	"Torre Baró-Vallbona, Barelona, Spain"	"Barelona, Spain"	"Torre Baró-Vallbona"	"L11"	NA	NA	2003	2.179925	41.459199
"1372"	"Barcelona"	"Trinitat Nova, Barelona, Spain"	"Barelona, Spain"	"Trinitat Nova"	"L3, L4, L11"	NA	NA	1999	2.1855573	41.4518355
"1382"	"Barcelona"	"Trinitat Vella, Barelona, Spain"	"Barelona, Spain"	"Trinitat Vella"	"L1"	NA	NA	1983	2.1929308	41.4516956
"1392"	"Barcelona"	"Universitat, Barelona, Spain"	"Barelona, Spain"	"Universitat"	"L1, L2"	NA	NA	1926	2.1637625	41.3854455
"1402"	"Barcelona"	"Urgell, Barelona, Spain"	"Barelona, Spain"	"Urgell"	"L1"	NA	NA	1926	2.158891	41.382487
"1413"	"Barcelona"	"Urquinaona, Barelona, Spain"	"Barelona, Spain"	"Urquinaona"	"L1, L4"	NA	NA	1926	2.173668	41.388847
"1422"	"Barcelona"	"Vall d’Hebron, Barelona, Spain"	"Barelona, Spain"	"Vall d’Hebron"	"L3, L5"	NA	NA	1985	2.142565	41.4252815
"1432"	"Barcelona"	"Valldaura, Barelona, Spain"	"Barelona, Spain"	"Valldaura"	"L3"	NA	NA	2001	2.156878	41.437996
"1442"	"Barcelona"	"Verdaguer, Barelona, Spain"	"Barelona, Spain"	"Verdaguer"	"L4, L5"	NA	NA	1970	2.1686721	41.3999445
"1452"	"Barcelona"	"Verneda, Barelona, Spain"	"Barelona, Spain"	"Verneda"	"L2"	NA	NA	1985	2.209883	41.430004
"1462"	"Barcelona"	"Via Júlia, Barelona, Spain"	"Barelona, Spain"	"Via Júlia"	"L4"	NA	NA	1982	2.1776724	41.4419931
"1472"	"Barcelona"	"Vilapicina, Barelona, Spain"	"Barelona, Spain"	"Vilapicina"	"L5"	NA	NA	1959	2.166443	41.4284747
"1482"	"Barcelona"	"Virrei Amat, Barelona, Spain"	"Barelona, Spain"	"Virrei Amat"	"L5"	NA	NA	1959	2.1746833	41.4302556
"1492"	"Barcelona"	"Zona Universitària, Barelona, Spain"	"Barelona, Spain"	"Zona Universitària"	"L3, L9"	NA	NA	1975	2.114436	41.384267
"1104"	"Prague"	"Anděl, Prague, Czech Republic"	"Prague, Czech Republic"	"Anděl"	"B"	11	2	1985	14.405319	50.0711351
"2101"	"Prague"	"Bořislavka, Prague, Czech Republic"	"Prague, Czech Republic"	"Bořislavka"	"A"	4	6	2015	14.3640838	50.0985075
"314"	"Prague"	"Budějovická, Prague, Czech Republic"	"Prague, Czech Republic"	"Budějovická"	"C"	5	9	1974	14.447893	50.044987
"414"	"Prague"	"Černý Most, Prague, Czech Republic"	"Prague, Czech Republic"	"Černý Most"	"B"	11	8	1998	14.5744479	50.1064489
"514"	"Prague"	"Českomoravská, Prague, Czech Republic"	"Prague, Czech Republic"	"Českomoravská"	"B"	11	22	1990	14.4924665	50.1031752
"614"	"Prague"	"Chodov, Prague, Czech Republic"	"Prague, Czech Republic"	"Chodov"	"C"	11	11	1980	14.508483	50.036257
"714"	"Prague"	"Dejvická, Prague, Czech Republic"	"Prague, Czech Republic"	"Dejvická"	"A"	8	12	1978	14.3998712	50.0986594
"814"	"Prague"	"Depo Hostivař, Prague, Czech Republic"	"Prague, Czech Republic"	"Depo Hostivař"	"A"	5	26	2006	14.5161567	50.0750952
"914"	"Prague"	"Flora, Prague, Czech Republic"	"Prague, Czech Republic"	"Flora"	"A"	12	19	1980	14.4617886	50.0766457
"1014"	"Prague"	"Florenc, Prague, Czech Republic"	"Prague, Czech Republic"	"Florenc"	"B, C"	5	9	1974	14.4387111	50.0911697
"1114"	"Prague"	"Háje, Prague, Czech Republic"	"Prague, Czech Republic"	"Háje"	"C"	11	11	1980	14.5249987	50.0368321
"1214"	"Prague"	"Hlavní nádraží, Prague, Czech Republic"	"Prague, Czech Republic"	"Hlavní nádraží"	"C"	5	9	1974	14.434138	50.083505
"1314"	"Prague"	"Hloubětín, Prague, Czech Republic"	"Prague, Czech Republic"	"Hloubětín"	"B"	6	8	1999	14.537925	50.1059288
"1414"	"Prague"	"Hradčanská, Prague, Czech Republic"	"Prague, Czech Republic"	"Hradčanská"	"A"	8	12	1978	14.4044797	50.0975109
"1513"	"Prague"	"Hůrka, Prague, Czech Republic"	"Prague, Czech Republic"	"Hůrka"	"B"	11	11	1994	14.341537	50.050848
"1613"	"Prague"	"I.P.Pavlova, Prague, Czech Republic"	"Prague, Czech Republic"	"I.P.Pavlova"	"C"	5	9	1974	14.428981	50.074962
"1713"	"Prague"	"Invalidovna, Prague, Czech Republic"	"Prague, Czech Republic"	"Invalidovna"	"B"	11	22	1990	14.4654898	50.094988
"1812"	"Prague"	"Jinonice, Prague, Czech Republic"	"Prague, Czech Republic"	"Jinonice"	"B"	10	26	1988	14.3636338	50.0543302
"1912"	"Prague"	"Jiřího z Poděbrad, Prague, Czech Republic"	"Prague, Czech Republic"	"Jiřího z Poděbrad"	"A"	12	19	1980	14.4490173	50.0775742
"2012"	"Prague"	"Kačerov, Prague, Czech Republic"	"Prague, Czech Republic"	"Kačerov"	"C"	5	9	1974	14.4631421	50.0489201
"2112"	"Prague"	"Karlovo náměstí, Prague, Czech Republic"	"Prague, Czech Republic"	"Karlovo náměstí"	"B"	11	2	1985	14.419752	50.0757536
"2212"	"Prague"	"Kobylisy, Prague, Czech Republic"	"Prague, Czech Republic"	"Kobylisy"	"C"	6	26	2004	14.4547405	50.1295679
"2312"	"Prague"	"Kolbenova, Prague, Czech Republic"	"Prague, Czech Republic"	"Kolbenova"	"B"	6	26	2001	14.5277479	50.1101027
"2412"	"Prague"	"Křižíkova, Prague, Czech Republic"	"Prague, Czech Republic"	"Křižíkova"	"B"	11	22	1990	14.4520442	50.0930646
"2512"	"Prague"	"Ládví, Prague, Czech Republic"	"Prague, Czech Republic"	"Ládví"	"C"	6	26	2004	14.4644972	50.1367802
"2612"	"Prague"	"Letňany, Prague, Czech Republic"	"Prague, Czech Republic"	"Letňany"	"C"	5	8	2008	14.5147525	50.136703
"2712"	"Prague"	"Luka, Prague, Czech Republic"	"Prague, Czech Republic"	"Luka"	"B"	11	11	1994	14.3203233	50.045552
"2812"	"Prague"	"Lužiny, Prague, Czech Republic"	"Prague, Czech Republic"	"Lužiny"	"B"	11	11	1994	14.3260502	50.0437788
"2912"	"Prague"	"Malostranská, Prague, Czech Republic"	"Prague, Czech Republic"	"Malostranská"	"A"	8	12	1978	14.4100176	50.0909617
"303"	"Prague"	"Můstek, Prague, Czech Republic"	"Prague, Czech Republic"	"Můstek"	"A, A"	8	12	1978	14.4236157	50.0842283
"315"	"Prague"	"Muzeum, Prague, Czech Republic"	"Prague, Czech Republic"	"Muzeum"	"A, C"	5	9	1974	14.432475	50.078799
"323"	"Prague"	"Nádraží Holešovice, Prague, Czech Republic"	"Prague, Czech Republic"	"Nádraží Holešovice"	"C"	11	3	1984	14.4397742	50.1094884
"333"	"Prague"	"Nádraží Veleslavín, Prague, Czech Republic"	"Prague, Czech Republic"	"Nádraží Veleslavín"	"A"	4	6	2015	14.346919	50.0953722
"343"	"Prague"	"Náměstí Míru, Prague, Czech Republic"	"Prague, Czech Republic"	"Náměstí Míru"	"A"	8	12	1978	14.4351885	50.0754214
"353"	"Prague"	"Náměstí Republiky, Prague, Czech Republic"	"Prague, Czech Republic"	"Náměstí Republiky"	"B"	11	2	1985	14.4287909	50.0883326
"363"	"Prague"	"Národní třída, Prague, Czech Republic"	"Prague, Czech Republic"	"Národní třída"	"B"	11	2	1985	14.417611	50.0819913
"373"	"Prague"	"Nemocnice Motol, Prague, Czech Republic"	"Prague, Czech Republic"	"Nemocnice Motol"	"A"	4	6	2015	14.3408446	50.0751749
"383"	"Prague"	"Nové Butovice, Prague, Czech Republic"	"Prague, Czech Republic"	"Nové Butovice"	"B"	10	26	1988	14.3507608	50.0516681
"393"	"Prague"	"Opatov, Prague, Czech Republic"	"Prague, Czech Republic"	"Opatov"	"C"	11	11	1980	14.5169186	50.0257215
"403"	"Prague"	"Palmovka, Prague, Czech Republic"	"Prague, Czech Republic"	"Palmovka"	"B"	11	22	1990	14.4740936	50.1043913
"415"	"Prague"	"Pankrác, Prague, Czech Republic"	"Prague, Czech Republic"	"Pankrác"	"C"	5	9	1974	14.439683	50.051028
"423"	"Prague"	"Petřiny, Prague, Czech Republic"	"Prague, Czech Republic"	"Petřiny"	"A"	4	6	2015	14.344236	50.0882817
"433"	"Prague"	"Pražského povstání, Prague, Czech Republic"	"Prague, Czech Republic"	"Pražského povstání"	"C"	5	9	1974	14.4739914	50.013983
"443"	"Prague"	"Prosek, Prague, Czech Republic"	"Prague, Czech Republic"	"Prosek"	"C"	5	8	2008	14.4982421	50.1194763
"453"	"Prague"	"Radlická, Prague, Czech Republic"	"Prague, Czech Republic"	"Radlická"	"B"	10	26	1988	14.3810114	50.0563443
"463"	"Prague"	"Rajská zahrada, Prague, Czech Republic"	"Prague, Czech Republic"	"Rajská zahrada"	"B"	11	8	1998	14.559618	50.106281
"473"	"Prague"	"Roztyly, Prague, Czech Republic"	"Prague, Czech Republic"	"Roztyly"	"C"	11	11	1980	14.478668	50.037757
"483"	"Prague"	"Skalka, Prague, Czech Republic"	"Prague, Czech Republic"	"Skalka"	"A"	11	4	1990	14.363806	50.0714589
"493"	"Prague"	"Smíchovské nádraží, Prague, Czech Republic"	"Prague, Czech Republic"	"Smíchovské nádraží"	"B"	11	2	1985	14.408889	50.061768
"503"	"Prague"	"Staroměstská, Prague, Czech Republic"	"Prague, Czech Republic"	"Staroměstská"	"A"	8	12	1978	14.4162338	50.0885978
"515"	"Prague"	"Stodůlky, Prague, Czech Republic"	"Prague, Czech Republic"	"Stodůlky"	"B"	11	11	1994	14.3167979	50.0492395
"523"	"Prague"	"Strašnická, Prague, Czech Republic"	"Prague, Czech Republic"	"Strašnická"	"A"	11	11	1987	14.4911943	50.072815
"533"	"Prague"	"Střížkov, Prague, Czech Republic"	"Prague, Czech Republic"	"Střížkov"	"C"	5	8	2008	14.485417	50.1313607
"543"	"Prague"	"Vltavská, Prague, Czech Republic"	"Prague, Czech Republic"	"Vltavská"	"C"	11	3	1984	14.4073835	50.0697828
"553"	"Prague"	"Vyšehrad, Prague, Czech Republic"	"Prague, Czech Republic"	"Vyšehrad"	"C"	5	9	1974	14.4173906	50.0673811
"563"	"Prague"	"Vysočanská, Prague, Czech Republic"	"Prague, Czech Republic"	"Vysočanská"	"B"	11	8	1998	14.4956539	50.1210095
"573"	"Prague"	"Želivského, Prague, Czech Republic"	"Prague, Czech Republic"	"Želivského"	"A"	12	19	1980	14.4709729	50.0840022
"583"	"Prague"	"Zličín, Prague, Czech Republic"	"Prague, Czech Republic"	"Zličín"	"B"	11	11	1994	14.2946616	50.0597507
